nuts_id,soil_moisture,fsc,rainfall_7days,temp_delta,slope,is_flood
FRK28,0.13607806104164802,40.073598466116614,31.28464144477123,-4.478414875162127,1.4178466225667075,0
RO111,0.7789661225296305,40.573578103734974,27.151298297772613,9.75343893069467,31.290068086404105,0
RO224,0.2431349141299135,33.64742160875741,27.48748895958314,11.783032180054139,6.414270666819078,0
AT123,0.3114770328126285,4.424960614548789,54.31644069698866,6.099597342698729,42.72834828630079,0
RO224,0.363517319744297,61.49520039659414,13.611895499359871,-4.536418917300584,25.455599995253138,0
ITF13,0.28105944129480176,70.15717015034699,6.474653303311179,10.054715414209527,30.059201245657484,0
FRK28,0.8210906676677959,43.245961143156464,138.58880250153211,6.349470085479092,42.36388093253383,1
FRK28,0.3741715636587333,83.75265466514195,13.657359461623974,12.376343571555399,15.49356665407731,0
AT123,0.5627518668681643,78.94639239685482,2.2515937372021955,0.9240848506437178,42.868808047409956,0
DE929,0.5260673854019883,25.269347107636285,82.47447257692419,12.545328917117065,14.808476071891544,0
DE929,0.2541480186620433,10.34862011074017,11.93506403684999,2.62822961617859,9.447518803762557,0
FRK28,0.8265565848120896,25.47638144839618,77.95414918143508,3.4317798038990297,44.168204395381714,0
DE929,0.2285808148228905,83.09386057017261,72.51978497206915,7.899050386615343,30.228803087757168,0
FRK28,0.6558566180156002,45.96450182317289,33.30709588433531,-4.605319712481382,34.60675512778465,0
FRK28,0.7831761394400608,1.9598021233860785,9.840804615567556,7.2313128767308505,20.15829388950938,0
RO224,0.40357336784296993,39.98999504140678,17.229799367655378,-3.729684302995233,35.529377114014686,0
FRK28,0.18153173224992472,37.332926599081404,68.83907177482932,-1.4390611194729264,7.897360100163317,0
RO224,0.7934641312419927,93.57257462114491,67.24528930194755,-3.4451323488169905,30.143909928669622,0
DE929,0.7662231354982505,61.482234180634066,71.86379095749066,14.308715560521243,1.7856383693409708,0
DE929,0.44174902247464576,86.762370943442,69.40640989121792,2.316556960280751,34.23134896050015,0
FRK28,0.6139828033992256,6.48538187978086,123.028859082365,9.125097989793247,22.34769356291776,1
RO111,0.15502933363405705,20.76527853690775,139.72081638630635,14.649688112816722,2.108067638564923,0
ITF13,0.3009008635190613,68.20986037293454,106.24862768452294,11.620631034159256,32.40447805662568,0
FRK28,0.4453101220924621,34.323401302277645,114.71451880296767,5.7481601560248645,35.79825989845341,0
DE929,0.1831753387693647,96.17126014489004,95.779777229395,10.99160541904652,9.896361428428014,0
AT123,0.30641563082952294,65.08588382137395,81.50139400724109,0.5277394542941449,22.30073948610392,0
AT123,0.4411018535788832,53.737821529349816,88.01523274708114,-0.26035738777226314,12.220475662587344,0
RO224,0.18995233180821014,34.69920660538259,65.46703642578832,12.206614702061145,9.212388235796235,0
AT123,0.2770605809662022,2.6972251394369318,132.1495900230087,-3.77947346513406,27.406179407429857,0
ITF13,0.6026970553273421,18.037122032882515,55.33037763434776,0.5137932083473213,15.605104099280405,0
ITF13,0.27334211306530587,12.304385265955087,138.33113459786762,12.886926220050814,33.76785126685928,0
RO111,0.5461712978914036,7.828316776650501,130.08883118031403,1.5363122531904283,20.16232278626334,0
AT123,0.11684621643714631,84.34522941557111,137.8673091334081,-1.1351829764929522,2.328894975972046,0
RO111,0.38472223631556635,70.70994404895947,124.79469614076156,-0.22037596818250726,6.178228586038125,0
RO111,0.7542672065754531,26.64552927941335,57.50927410632759,2.692730705322628,33.58288506898945,0
FRK28,0.4600342393428155,26.694863055381248,68.20357011420367,5.481786808084914,33.08898338236058,0
RO111,0.6561042119060108,51.136242522026244,144.9295508991873,10.49962055742364,17.273236788956225,1
AT123,0.27692357149577207,43.708993247319505,114.00872562134613,13.517074930087126,32.20529928927307,0
RO111,0.2993433669726473,78.87965632307089,114.34613853620749,5.686967006856015,41.72669586090386,0
FRK28,0.1883593099267075,58.77575816697287,26.704691179914903,10.398450643766907,6.414473507812901,0
RO111,0.15998967277817588,5.617055917703051,132.5416059422442,0.07291636801469004,42.44204817383644,0
FRK28,0.27655889619393337,31.213963309801084,28.513021288690123,10.188975183074563,21.018430553788317,0
AT123,0.5747224213763394,22.738130469310104,61.40345917610194,10.659978702507873,39.493209097883835,0
